
 
Strategy strategy report for EUR/USD instrument(s) from 2025-10-05 21:00:00 to 2025-10-12 20:59:59
Account Currency	EUR
Initial Equity	10’000
Final Equity	4’766.2
Turnover	251’583’937.39
Commission Fees	5267.46

Instrument EUR/USD

First tick time	2025-10-05 21:00:00
First BID	1.17382
First ASK	1.17458
Last tick time	2025-10-10 20:59:59
Last BID	1.16149
Last ASK	1.162
Positions total	383
Closed positions	375
Orders total	1470
Amount bought	125.26
Amount sold	125.08
Turnover	251’583’937.39
Commission Fees	5261.66

Opened orders:

Label	Amount	Direction	Open price	Profit/Loss at the end	Profit/Loss at the end in pips	Open date	Comment
random_order_101	0.00562	SELL	1.17191	1.16991	9.60	20.0	2025-10-06 05:14:00	2025-10-06 06:46:09	
random_order_102	0.007073	SELL	1.17184	1.16979	12.38	20.5	2025-10-06 05:22:00	2025-10-06 06:46:27	
random_order_103	0.006409	SELL	1.17175	1.1697	11.22	20.5	2025-10-06 05:27:00	2025-10-06 06:48:57	
random_order_104	0.003573	SELL	1.1717	1.1697	6.11	20.0	2025-10-06 05:28:00	2025-10-06 06:48:57	
random_order_106	0.011579	SELL	1.17151	1.16946	20.28	20.5	2025-10-06 05:38:00	2025-10-06 06:49:23	
random_order_107	0.009474	SELL	1.17141	1.16941	16.19	20.0	2025-10-06 05:44:00	2025-10-06 06:49:30	
random_order_120	0.083147	SELL	1.1693	1.1703	-71.12	-10.0	2025-10-06 06:53:00	2025-10-06 07:08:05	
random_order_119	0.089803	SELL	1.16991	1.17091	-76.77	-10.0	2025-10-06 06:48:00	2025-10-06 07:27:53	
random_order_112	0.028968	SELL	1.17104	1.16901	50.26	20.3	2025-10-06 06:12:00	2025-10-06 07:40:57	
random_order_128	0.03631	SELL	1.17083	1.16878	63.63	20.5	2025-10-06 07:28:00	2025-10-06 07:41:03	
random_order_129	0.008226	SELL	1.17074	1.1687	14.34	20.4	2025-10-06 07:31:00	2025-10-06 07:41:04	
random_order_113	0.030618	SELL	1.17061	1.1686	52.61	20.1	2025-10-06 06:13:00	2025-10-06 07:41:05	
random_order_114	0.818515	SELL	1.17067	1.1686	1448.43	20.7	2025-10-06 06:19:00	2025-10-06 07:41:05	
random_order_133	0.161712	SELL	1.16903	1.16701	279.63	20.2	2025-10-06 07:41:00	2025-10-06 07:44:57	
random_order_134	0.941914	SELL	1.16798	1.16595	1638.30	20.3	2025-10-06 07:44:00	2025-10-06 08:01:11	
random_order_137	0.019136	SELL	1.16593	1.16694	-16.58	-10.1	2025-10-06 08:25:00	2025-10-06 08:30:40	
random_order_136	1.000	SELL	1.16609	1.16709	-857.72	-10.0	2025-10-06 08:20:00	2025-10-06 08:35:10	
random_order_135	0.277606	SELL	1.16662	1.16763	-240.37	-10.1	2025-10-06 07:55:00	2025-10-06 08:40:33	
random_order_138	1.000	SELL	1.16731	1.16529	1731.74	20.2	2025-10-06 08:52:00	2025-10-06 10:12:02	
random_order_153	0.038313	SELL	1.16546	1.16646	-32.88	-10.0	2025-10-06 10:09:00	2025-10-06 10:56:43	
random_order_154	1.000	SELL	1.16554	1.16654	-858.12	-10.0	2025-10-06 10:18:00	2025-10-06 10:57:35	
random_order_156	0.004269	SELL	1.16557	1.16657	-3.66	-10.0	2025-10-06 10:24:00	2025-10-06 10:57:36	
random_order_147	0.045577	SELL	1.16583	1.16686	-40.27	-10.3	2025-10-06 09:47:00	2025-10-06 11:14:37	
random_order_143	0.013613	SELL	1.16624	1.16724	-11.67	-10.0	2025-10-06 09:23:00	2025-10-06 11:20:58	
